"","ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated"
"1",-6.94535224552258,10.7621319168838,-23.4287204193559,15.8769856754048,0.471333333333333,0
"2",0.731571333460849,7.42850752993608,-12.0322232535212,16.7751431763931,0.972,0
"3",4.32708901042174,3.83272329924919,-2.49458442116784,12.4031760776086,0.238,0
"4",7.19426157476934,4.15682260283768,-2.7559890937724,14.7984842462692,0.156,0
"5",7.752895644521,4.19775076251298,1.36414217918505,16.1436260500346,0.00666666666666667,0
"6",3.40815304799563,5.33887891795554,-6.08893082173118,13.5352923472579,0.488666666666667,0
"7",7.21538544848779,3.43816935855596,1.07344376503071,13.1227298368014,0.0113333333333333,0
"8",8.48696480005121,8.22779026960455,-14.246678012712,19.6739928106914,0.206,0
"9",4.21105394784797,4.86911027191421,-4.81384576828466,12.3277985843179,0.412666666666667,0
"10",11.2622076250041,7.63436426564365,-3.80922324841927,23.4780044073709,0.224666666666667,0
"11",5.99020838127063,6.40019400896114,-7.8096863900245,16.5692730525386,0.376,0
"12",-3.16748549703847,5.57539237837936,-13.205797401525,9.42205621285547,0.483333333333333,0
"13",-8.17008145241989,4.72207933938066,-16.3639628183152,0.760550281056947,0.0846666666666667,0
"14",-3.61003553876035,5.07718881033488,-15.114815064304,5.25989509579604,0.504666666666667,0
"15",-5.87589940143954,2.42276678103242,-10.1305078713172,-0.857204898586168,0.0186666666666667,0
"16",-6.93860776994185,4.18125568444397,-15.1222255587916,0.682994411355099,0.078,0
"17",-5.19089300479072,4.84148178338911,-13.6514328695462,5.8526401712824,0.316,0
"18",-5.76629715764247,4.37655741369945,-12.0551892789662,4.320289850911,0.245333333333333,0
"19",-3.29994689113054,5.42033113081631,-11.3693825366686,10.2000987677252,0.442666666666667,0
"20",-2.39066067449074,4.7175761056081,-9.58930757608467,8.55313299261777,0.54,0
"21",-2.1632565808203,5.79675940966039,-11.8513214949069,9.65416076917951,0.720666666666667,0
"22",-1.86163306574449,5.62184802408694,-10.303890056065,12.0722327187727,0.574666666666667,0
"23",-3.15462775340794,7.0064561312148,-14.4966776078859,12.0387918628843,0.622,0
"24",-2.04501378068041,6.44904781695305,-15.2315637192596,10.9917393469128,0.760666666666667,0
"25",-3.21298385588755,8.6716737493008,-18.4116090985542,16.7540502400486,0.599333333333333,1
"26",-9.82497243601817,6.90666701978901,-22.122419709604,5.20307271353106,0.195333333333333,1
"27",-13.9004857823218,5.83561507635582,-26.0590976009668,-1.88537664363973,0.0113333333333333,1
"28",-13.3679606111891,5.01293610337368,-24.6210385243762,-5.11836980990955,0,1
"29",-9.64841007373792,5.28527063225667,-19.220377837149,-0.144562181221403,0.044,1
"30",-8.32794799716199,4.24721863225239,-15.8791926285282,-0.55782425855952,0.024,1
"31",-7.46020664283581,3.1300493183399,-14.2123348700189,-1.82213545974928,0.002,1
"32",-7.36729455346255,3.75772075970492,-15.5322912870069,-1.7846883618156,0.006,1
"33",-11.2278185985067,4.21951997389195,-20.2617246426574,-4.50403818180637,0,1
"34",-11.0621474637049,4.12195233633575,-19.5214482988457,-4.60564732824855,0,1
