"","beta","S.E.","CI.lower","CI.upper","p.value"
"Desigualdade",164.553464571334,21.165252807882,121.439596487916,206.032365146161,0
"Crescimento de Renda",-19.5567557880263,3.39929920847785,-26.1236977619714,-12.6703616061208,0
