"","ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated"
"1",-0.161901988581128,2.69107030740009,-4.48222752284117,6.42061766535949,0.903333333333333,0
"2",-0.329512208836935,2.54881306944424,-4.92000760871524,5.74432027054102,0.966666666666667,0
"3",-0.06675017420514,2.42987050815153,-5.19713022311594,4.50742565547067,0.981333333333333,0
"4",-0.869137928252357,2.26412742005702,-6.27314735028521,3.3011139847324,0.627333333333333,0
"5",0.538234314203407,2.07714271881237,-3.95110292164247,4.5076301385148,0.660666666666667,0
"6",-1.33910333399957,3.16315032452814,-7.06132840111803,5.02918928284937,0.591333333333333,0
"7",1.17507426422249,2.37153173168299,-2.48241216642952,7.22519244318884,0.503333333333333,0
"8",-1.73764309182615,2.33632660680072,-7.22896696941486,2.43715220937851,0.362,0
"9",-0.312973651957467,1.83181476559321,-4.13833845382919,3.03723950856455,0.847333333333333,0
"10",2.65994740376961,2.54867142036973,-2.93295796651033,8.76428817182752,0.175333333333333,0
"11",0.694579710821596,2.16653090794932,-3.93994038874583,4.15541564657881,0.65,0
"12",-0.245750162981832,2.72339082763065,-4.33069502125377,5.77628783890634,0.877333333333333,0
"13",0.0174322518866603,2.68672841036148,-5.9408856489659,5.29904556729032,0.980666666666667,0
"14",-0.435818799843368,1.95919695913408,-4.69984286500989,3.14225553086653,0.801333333333333,0
"15",-0.830408359725894,1.86865258040915,-4.34514365314033,2.7700240515373,0.458,0
"16",-0.245700557730387,2.34143341357189,-5.64771370976761,3.68485079123053,0.799333333333333,0
"17",0.933869958171194,2.13148086542048,-3.02158662351927,6.00991547583122,0.563333333333333,0
"18",0.930844594719321,2.02882939335022,-2.91917060411193,5.35418444179811,0.539333333333333,0
"19",1.18210353105991,2.47768786040189,-5.06422023707367,5.7829636497251,0.553333333333333,0
"20",0.545456515430313,1.48095716833606,-3.36068739477857,2.93552103506624,0.679333333333333,0
"21",-0.991637323689904,2.21850387230732,-6.95337731252797,2.83980729373334,0.469333333333333,0
"22",-1.11120496265505,1.99355798835483,-4.40690142728644,3.66736504369738,0.434666666666667,0
"23",-0.657763339792771,2.46036651476177,-5.67119862953712,4.2119219950842,0.705333333333333,1
"24",2.10652938144396,3.81470603854505,-4.32591186221275,9.58389531548667,0.469333333333333,1
"25",-0.342290572227164,3.61021950249876,-7.38574503160848,5.97709416607986,0.915333333333333,1
"26",-0.429808396186877,4.06686691448821,-8.99779113181448,6.378102936367,0.838,1
"27",-0.205391330528926,5.51861985779207,-11.873380181231,9.02768727856925,0.885333333333333,1
"28",-1.69324465561369,7.18928428422887,-17.1633662617032,10.0951336881912,0.688,1
"29",-2.74403558629634,7.16764269908105,-18.0034665832763,9.20398829670783,0.567333333333333,1
"30",-3.42664444015215,9.39739235722573,-23.4824805092174,12.4681887358445,0.577333333333333,1
"31",-4.28836106611563,11.336457876978,-28.3842156193867,15.1457775713518,0.574,1
"32",-5.10825466201057,13.8339926052182,-34.8862770139835,18.4935676793652,0.601333333333333,1
"33",-3.93978874050216,16.306950860455,-38.7900224268951,25.3397845073551,0.72,1
"34",-4.90031786767473,17.5376879082919,-42.7710690623912,25.7446213825088,0.686,1
