"","ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated"
"1",-8.19135151587334,10.7434875962248,-24.2932551349451,14.5999661051284,0.451333333333333,0
"2",-1.84709460430169,7.26150932416943,-13.6921922926577,14.1542254160609,0.745333333333333,0
"3",0.933695020490223,3.53409177226961,-5.34168045832041,8.32968948906247,0.942,0
"4",2.62812141358294,3.92250465580745,-6.87462169249839,9.73913334237775,0.414,0
"5",2.97970020804669,4.05937848040604,-3.3850525570781,10.8386034657166,0.522,0
"6",0.622601422958393,5.20342356586074,-8.73218001570766,10.4807672757089,0.899333333333333,0
"7",2.20000745042637,3.30654194145026,-3.94723603640029,7.90354715279302,0.541333333333333,0
"8",2.92534251608927,7.81585521698389,-18.6272480812555,13.4468161960769,0.443333333333333,0
"9",0.0544378396582559,4.66951423310047,-8.5028229653047,7.99416625439507,0.922666666666667,0
"10",0.826094787954343,7.3063309001393,-13.3173513625009,13.1757124449791,0.761333333333333,0
"11",0.687505252239134,6.04322086084837,-12.0491691062387,10.8263230179931,0.674,0
"12",-0.7423517605142,5.50782593974093,-10.1850780822098,11.9975947042358,0.89,0
"13",-4.16714257439606,4.71605615060274,-12.2024515677715,4.72981382318411,0.4,0
"14",-1.21158596149962,5.23634767555331,-12.8937083730591,7.51990218500377,0.793333333333333,0
"15",2.45736472367946,2.46300999904202,-1.57541368609014,7.28054077361697,0.298,0
"16",-1.28969503640814,4.22034686229535,-9.45968054328955,6.57999909731385,0.814,0
"17",0.807716568032458,4.90563991335826,-7.43896816194926,12.1127469880991,0.982666666666667,0
"18",0.65903880500052,4.57920498673714,-6.11987599772073,11.3196987699219,0.878666666666667,0
"19",1.7033197570896,5.60400713792703,-6.71062428716566,15.2442816783275,0.917333333333333,0
"20",0.949465464901806,4.8559075849737,-6.82151536050413,11.8708008076104,0.994666666666667,0
"21",0.558303910377777,5.95338936328362,-9.05049138748119,12.992461617179,0.99,0
"22",-1.34016582928616,5.79484414345402,-10.1202112898814,13.2479982719746,0.646,0
"23",-2.20332785824803,7.25515031035945,-14.024020077804,13.1509172065527,0.734666666666667,0
"24",-1.43883576103556,6.82959632206305,-15.4797415552116,12.4662702974761,0.868,1
"25",-4.33005091629941,8.89906616370575,-20.4067354284062,16.5380162282516,0.481333333333333,1
"26",-6.90361787011807,7.07354480905725,-19.7172482642219,8.79642421894241,0.289333333333333,1
"27",-6.58251878193701,6.0867135411026,-19.2769869727259,5.72682747895377,0.226,1
"28",-9.68464415009699,5.23696538089301,-21.2674971788117,-0.923711834111242,0.0226666666666667,1
"29",-9.04346027943715,5.54574941534932,-18.7849288423933,0.904775809322727,0.0886666666666667,1
"30",-11.3424417659983,4.42010665334058,-19.2893650518088,-3.14848948606337,0.00266666666666667,1
"31",-14.1346380033202,3.20128294086113,-21.2240697210935,-8.593315385791,0,1
"32",-14.3644410953973,3.74268660452497,-22.6422350877987,-9.23792785727177,0,1
"33",-16.5524405545618,4.19873105909088,-25.4115482682142,-9.97755531697182,0,1
"34",-16.9576989937021,4.1447312240104,-25.4384210960909,-10.5082081724236,0,1
