"","ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated"
"1",-7.75919361632087,10.857055687063,-25.2144129921247,14.9758336892656,0.464666666666667,0
"2",1.18345296067335,7.27632694698986,-11.0853249028907,16.7981690179805,0.968666666666667,0
"3",1.78143379010077,3.82190985188167,-4.88035172883115,9.86855830978819,0.668666666666667,0
"4",5.42029414668234,4.09446678696164,-4.52799274445511,12.6750150277167,0.206666666666667,0
"5",7.49167951797322,4.05066674456012,1.07873431215561,15.6501953404828,0.0126666666666667,0
"6",13.2135591313654,5.16779301237626,3.85061114568535,23.0279094997264,0,0
"7",4.00442684354364,3.38596625305958,-2.04791028697605,10.0789474673231,0.235333333333333,0
"8",1.40429158465385,7.46558647721593,-19.6655158527414,12.691574033726,0.533333333333333,0
"9",5.02414723742697,4.56936049624443,-3.16475349831978,12.9478320041866,0.276666666666667,0
"10",6.31695911931351,7.40521915524091,-7.88870205653437,18.8038577952442,0.436666666666667,0
"11",2.78017389680711,6.03586372842262,-9.77706308013613,13.383562326886,0.458666666666667,0
"12",-1.47405067495715,5.31790191887834,-10.8961399639413,11.1249342650034,0.772,0
"13",-0.0821172073170757,4.79449231509737,-8.18530223393497,9.18978729604266,0.752666666666667,0
"14",3.00972860773134,5.21165248780218,-8.43517898780212,12.0195849485327,0.540666666666667,0
"15",-0.542695282522995,2.47892609140148,-4.73307676864953,4.4268710005706,0.707333333333333,0
"16",-5.29575974003428,4.17564043264422,-13.212955363308,2.30576207721636,0.168,0
"17",-5.18747779382527,4.85145348134932,-13.4976522076195,6.12412028124152,0.270666666666667,0
"18",-4.0189258561134,4.44519345092358,-10.843858599787,6.16893241231606,0.360666666666667,0
"19",-6.75287432294927,5.68176255688427,-15.1121112683082,7.16033062896617,0.226,0
"20",-5.62593414801533,5.01061687646794,-13.3892572865917,5.49735007607637,0.283333333333333,0
"21",-4.14488324553707,5.92469096615434,-14.0001875306149,7.81392299584209,0.494666666666667,0
"22",-6.80928181155518,5.69142254433925,-16.1365747921735,7.1940568035686,0.199333333333333,0
"23",-3.9369531371236,7.09151548642392,-16.2069657576141,11.0375076135439,0.526666666666667,0
"24",-6.91079426006235,6.79280690705961,-21.5920976271485,6.10122104385181,0.245333333333333,1
"25",-13.8665618247822,8.66071260301847,-30.4939063049627,5.96038657961392,0.159333333333333,1
"26",-14.9476213929273,6.89880802175707,-28.0610903967741,-0.12334448122057,0.046,1
"27",-13.7091828579871,6.02093930338152,-27.0986363648459,-2.00825576083821,0.0106666666666667,1
"28",-16.4252874890092,5.26824373768327,-28.5740945018011,-8.30297535237244,0,1
"29",-17.3905655750771,5.50839658179066,-27.5149139064287,-7.95578798844214,0,1
"30",-17.6646765096264,4.44224523123502,-25.8391086964356,-9.73257118181651,0,1
"31",-18.4682452044131,3.32304252050029,-25.8767681884338,-12.7903782007914,0,1
"32",-17.1839196181062,3.89668452597567,-25.8094582098892,-11.7815174076618,0,1
"33",-20.0454055284165,4.27365792902205,-28.812962008609,-13.2700787929025,0,1
"34",-17.6953162687899,4.22795437285727,-26.3749202638109,-11.0838375853841,0,1
