"","ATT","S.E.","CI.lower","CI.upper","p.value","n.Treated"
"1",-7.33658663033931,10.9564692212705,-24.524785529231,15.6965350048144,0.489333333333333,0
"2",9.69700253217159,7.46262134438597,-2.68539710032654,25.718459576578,0.15,0
"3",0.0572130867621397,3.72471702839975,-6.5246786518716,7.97260071223471,0.780666666666667,0
"4",6.06043537361874,4.06892561875646,-3.74428555834115,13.3612595306953,0.182,0
"5",12.7247768294172,4.19128309025455,5.81038157648052,20.8338345937932,0,0
"6",9.51430350085887,5.2576628343018,-0.203823243473175,19.4370566092572,0.0553333333333333,0
"7",11.3375147120695,3.44940599930796,4.82457593274077,17.1883794100668,0,0
"8",9.73618992549591,8.19336142015421,-12.5246573594863,20.9484851444319,0.216666666666667,0
"9",1.14442669528278,4.88886668626871,-8.02084360166235,9.31179999649121,0.812,0
"10",4.36758705146577,7.51163342059234,-10.0768511422665,16.8127443102854,0.556666666666667,0
"11",3.80558711870692,6.33490237301358,-9.07199976741716,14.365670244548,0.445333333333333,0
"12",1.33434814291362,5.61655431875419,-8.80322828681074,14.1525384449406,0.742666666666667,0
"13",-8.04840916972963,4.70988605376286,-15.8016820163057,1.07774801052753,0.112,0
"14",-2.59370692541909,5.11321202577844,-14.2481952436773,6.09996901099691,0.637333333333333,0
"15",0.487356991961377,2.32243748402048,-3.55080725156065,5.18604457565801,0.936666666666667,0
"16",-2.58300366311137,4.06838829082362,-10.3093567363777,4.58068635514503,0.561333333333333,0
"17",-5.84552958657576,4.95854235816156,-14.7244348118456,5.18855316687621,0.29,0
"18",-3.13297395656879,4.40607745307081,-9.60757198019934,6.71991686558381,0.462,0
"19",-1.74200141572747,5.36393959658886,-9.84225374720742,11.5684307082633,0.609333333333333,0
"20",-3.77910426724521,4.68029750187547,-11.0953043278351,7.09745161915555,0.406,0
"21",-5.15249776982283,5.79758244248456,-14.6848568059917,6.69953923219868,0.425333333333333,0
"22",-5.98086583666441,5.69846965857264,-14.4359173188577,7.92249200677675,0.265333333333333,0
"23",-8.76150438495305,7.05780884455201,-20.2503932013374,6.19060703503259,0.239333333333333,0
"24",-15.3105583545675,6.52439923832955,-28.4921742322255,-2.05646300065958,0.016,0
"25",-8.71683190943482,8.7271801108208,-24.2463663286904,11.6705254072054,0.258,1
"26",-14.6066985894525,6.84822049993681,-26.514472269481,0.441609909767648,0.0626666666666667,1
"27",-17.5413491214587,5.79788819483315,-29.5653530623621,-5.69646662435411,0,1
"28",-14.4308674506088,4.91018924363487,-25.3066082559335,-6.25520092953736,0,1
"29",-14.5311628534225,5.3421326965943,-23.788957416573,-4.93365436111276,0,1
"30",-17.4762262526244,4.36869476569655,-25.089220781403,-9.5984349862258,0,1
"31",-18.3259280075383,3.20775352381001,-24.8789873008339,-12.5808747858868,0,1
"32",-24.897577615315,3.94453279808723,-33.3236443056354,-18.5549500945331,0,1
"33",-25.4222636403236,4.28619500081401,-34.564820364906,-18.4404626187739,0,1
"34",-22.4918117700964,4.13567058257477,-31.0916133539992,-15.8801465427528,0,1
